worker,problem,example,row,col,posterior
A1WJ9DBGFY21MQ,37,2,5,2,0.23
A1WJ9DBGFY21MQ,37,3,5,5,0.48
A1WJ9DBGFY21MQ,37,4,2,5,0.55
A1WJ9DBGFY21MQ,7,1,5,5,0.41
A1WJ9DBGFY21MQ,7,2,2,5,0.45
A1WJ9DBGFY21MQ,7,3,5,3,0.49
A1WJ9DBGFY21MQ,7,4,2,3,0.49
A1WJ9DBGFY21MQ,27,1,5,5,0.1
A1WJ9DBGFY21MQ,27,2,3,2,0.13
A1WJ9DBGFY21MQ,27,3,6,1,0.19
A1WJ9DBGFY21MQ,27,4,5,2,0.19
A1WJ9DBGFY21MQ,26,1,4,5,0.14
A1WJ9DBGFY21MQ,26,2,5,4,0.17
A1WJ9DBGFY21MQ,26,3,3,2,0.21
A1WJ9DBGFY21MQ,26,4,2,3,0.29
A1WJ9DBGFY21MQ,12,1,5,1,0.15
A1WJ9DBGFY21MQ,12,2,4,2,0.25
A1WJ9DBGFY21MQ,12,3,3,3,0.25
A1WJ9DBGFY21MQ,12,4,3,5,0.45
A1BIJGB7XA0GME,10,1,1,5,0.12
A1BIJGB7XA0GME,10,2,3,4,0.2
A1BIJGB7XA0GME,10,3,5,3,0.25
A1BIJGB7XA0GME,10,4,6,4,0.42
A1BIJGB7XA0GME,27,1,6,1,0.14
A1BIJGB7XA0GME,27,2,6,6,0.3
A1BIJGB7XA0GME,27,3,5,2,0.3
A1BIJGB7XA0GME,27,4,5,6,0.48
A1BIJGB7XA0GME,12,1,3,3,0.1
A1BIJGB7XA0GME,12,2,3,4,0.15
A1BIJGB7XA0GME,12,3,3,5,0.59
A1BIJGB7XA0GME,12,4,4,2,0.87
A1BIJGB7XA0GME,13,1,4,3,0.09
A1BIJGB7XA0GME,13,2,4,4,0.31
A1BIJGB7XA0GME,13,3,6,2,0.47
A1BIJGB7XA0GME,13,4,6,5,0.63
A1BIJGB7XA0GME,29,1,2,4,0.26
A1BIJGB7XA0GME,29,2,2,5,0.49
A1BIJGB7XA0GME,29,3,4,2,0.67
A1BIJGB7XA0GME,29,4,5,2,0.61
A1BIJGB7XA0GME,8,1,2,3,0.23
A1BIJGB7XA0GME,8,2,2,4,0.39
A1BIJGB7XA0GME,8,3,3,1,0.46
A1BIJGB7XA0GME,8,4,4,1,0.51
A1BIJGB7XA0GME,2,1,1,2,0.09
A1BIJGB7XA0GME,2,2,6,2,0.16
A1BIJGB7XA0GME,2,3,1,5,0.43
A1BIJGB7XA0GME,2,4,6,5,0.73
A1BIJGB7XA0GME,28,1,3,2,0.19
A1BIJGB7XA0GME,28,2,5,2,0.28
A1BIJGB7XA0GME,28,3,3,5,0.44
A1BIJGB7XA0GME,28,4,5,5,0.89
A1BIJGB7XA0GME,38,1,4,1,0.04
A1BIJGB7XA0GME,38,2,1,6,0.14
A1BIJGB7XA0GME,38,3,6,3,0.2
A1BIJGB7XA0GME,38,4,1,4,0.24
A1BIJGB7XA0GME,34,1,2,1,0.04
A1BIJGB7XA0GME,34,2,5,2,0.16
A1BIJGB7XA0GME,34,3,2,6,0.22
A1BIJGB7XA0GME,34,4,2,2,0.27
A1BIJGB7XA0GME,40,1,1,1,0.06
A1BIJGB7XA0GME,40,2,6,6,0.25
A1BIJGB7XA0GME,40,3,3,3,0.34
A1BIJGB7XA0GME,40,4,5,5,0.98
A1BIJGB7XA0GME,30,1,4,2,0.05
A1BIJGB7XA0GME,30,2,2,4,0.21
A1BIJGB7XA0GME,30,3,5,4,0.21
A1BIJGB7XA0GME,30,4,3,5,0.63
A1BIJGB7XA0GME,16,1,1,3,0.08
A1BIJGB7XA0GME,16,2,3,2,0.17
A1BIJGB7XA0GME,16,3,3,5,0.23
A1BIJGB7XA0GME,16,4,6,4,0.36
A1BIJGB7XA0GME,11,1,2,3,0.08
A1BIJGB7XA0GME,11,2,4,4,0.22
A1BIJGB7XA0GME,11,3,5,6,0.28
A1BIJGB7XA0GME,11,4,5,1,0.34
A1BIJGB7XA0GME,25,1,2,3,0.06
A1BIJGB7XA0GME,25,2,5,3,0.14
A1BIJGB7XA0GME,25,3,4,6,0.21
A1BIJGB7XA0GME,25,4,4,1,0.27
A1BIJGB7XA0GME,39,1,1,2,0.08
A1BIJGB7XA0GME,39,2,2,3,0.11
A1BIJGB7XA0GME,39,3,2,5,0.17
A1BIJGB7XA0GME,39,4,5,2,0.2
A1BIJGB7XA0GME,7,1,2,3,0.08
A1BIJGB7XA0GME,7,2,5,3,0.18
A1BIJGB7XA0GME,7,3,5,5,0.37
A1BIJGB7XA0GME,7,4,2,5,0.85
A1BIJGB7XA0GME,26,1,3,2,0.13
A1BIJGB7XA0GME,26,2,3,5,0.21
A1BIJGB7XA0GME,26,3,2,4,0.31
A1BIJGB7XA0GME,26,4,5,3,0.57
A1BIJGB7XA0GME,9,1,2,2,0.05
A1BIJGB7XA0GME,9,2,5,3,0.17
A1BIJGB7XA0GME,9,3,6,1,0.41
A1BIJGB7XA0GME,9,4,3,1,0.51
A1BIJGB7XA0GME,21,1,4,2,0.16
A1BIJGB7XA0GME,21,2,2,4,0.23
A1BIJGB7XA0GME,21,3,4,4,0.3
A1BIJGB7XA0GME,21,4,3,3,0.72
A7P3R1AIA4TVV,29,1,5,3,0.63
A7P3R1AIA4TVV,29,2,5,5,0.7
A7P3R1AIA4TVV,29,3,2,5,0.81
A7P3R1AIA4TVV,29,4,4,2,0.88
A7P3R1AIA4TVV,28,1,3,2,0.46
A7P3R1AIA4TVV,28,2,5,5,0.5
A7P3R1AIA4TVV,28,3,5,2,0.5
A7P3R1AIA4TVV,28,4,3,5,0.56
A7P3R1AIA4TVV,33,1,2,3,0.48
A7P3R1AIA4TVV,33,2,5,3,0.5
A7P3R1AIA4TVV,33,3,2,4,0.56
A7P3R1AIA4TVV,33,4,5,4,0.62
A7P3R1AIA4TVV,11,1,2,3,0.65
A7P3R1AIA4TVV,11,2,2,4,0.69
A7P3R1AIA4TVV,11,3,6,1,0.85
A7P3R1AIA4TVV,11,4,6,6,0.88
A7P3R1AIA4TVV,22,1,2,3,0.48
A7P3R1AIA4TVV,22,2,3,3,0.55
A7P3R1AIA4TVV,22,3,4,3,0.62
A7P3R1AIA4TVV,22,4,5,3,0.84
A7P3R1AIA4TVV,16,1,3,2,0.67
A7P3R1AIA4TVV,16,2,3,5,0.82
A7P3R1AIA4TVV,16,3,4,2,0.88
A7P3R1AIA4TVV,16,4,4,5,0.88
A7P3R1AIA4TVV,14,1,3,3,0.39
A7P3R1AIA4TVV,14,2,4,3,0.39
A7P3R1AIA4TVV,14,3,4,4,0.65
A7P3R1AIA4TVV,14,4,3,4,0.68
A7P3R1AIA4TVV,6,1,6,3,0.51
A7P3R1AIA4TVV,6,2,4,1,0.57
A7P3R1AIA4TVV,6,3,1,3,0.65
A7P3R1AIA4TVV,6,4,3,6,0.83
A7P3R1AIA4TVV,32,1,5,3,0.49
A7P3R1AIA4TVV,32,2,6,2,0.51
A7P3R1AIA4TVV,32,3,5,4,0.56
A7P3R1AIA4TVV,32,4,6,5,0.56
A7P3R1AIA4TVV,38,1,1,4,0.49
A7P3R1AIA4TVV,38,2,2,3,0.54
A7P3R1AIA4TVV,38,3,3,2,0.73
A7P3R1AIA4TVV,38,4,4,1,0.8
A7P3R1AIA4TVV,1,1,1,3,0.48
A7P3R1AIA4TVV,1,2,3,6,0.56
A7P3R1AIA4TVV,1,3,6,3,0.7
A7P3R1AIA4TVV,1,4,3,1,0.72
A7P3R1AIA4TVV,34,1,2,1,0.51
A7P3R1AIA4TVV,34,2,3,2,0.55
A7P3R1AIA4TVV,34,3,3,1,0.62
A7P3R1AIA4TVV,34,4,2,2,0.67
A7P3R1AIA4TVV,18,1,5,2,0.53
A7P3R1AIA4TVV,18,2,2,5,0.76
A7P3R1AIA4TVV,18,3,4,1,0.83
A7P3R1AIA4TVV,18,4,1,4,0.9
A7P3R1AIA4TVV,15,1,3,2,0.51
A7P3R1AIA4TVV,15,2,5,4,0.63
A7P3R1AIA4TVV,15,3,5,2,0.86
A7P3R1AIA4TVV,15,4,3,4,0.89
A7P3R1AIA4TVV,23,1,5,4,0.49
A7P3R1AIA4TVV,23,2,2,4,0.5
A7P3R1AIA4TVV,23,3,1,5,0.54
A7P3R1AIA4TVV,23,4,6,5,0.54
A7P3R1AIA4TVV,19,1,1,4,0.48
A7P3R1AIA4TVV,19,2,6,6,0.48
A7P3R1AIA4TVV,19,3,5,5,0.52
A7P3R1AIA4TVV,19,4,4,4,0.6
A7P3R1AIA4TVV,20,1,2,5,0.37
A7P3R1AIA4TVV,20,2,3,6,0.45
A7P3R1AIA4TVV,20,3,5,2,0.49
A7P3R1AIA4TVV,20,4,6,5,0.49
A7P3R1AIA4TVV,3,1,3,4,0.47
A7P3R1AIA4TVV,3,2,3,3,0.53
A7P3R1AIA4TVV,3,3,4,4,0.56
A7P3R1AIA4TVV,3,4,4,3,0.89
A7P3R1AIA4TVV,7,1,5,5,0.49
A7P3R1AIA4TVV,7,2,5,3,0.61
A7P3R1AIA4TVV,7,3,2,3,0.77
A7P3R1AIA4TVV,7,4,2,5,0.79
A7P3R1AIA4TVV,13,1,5,2,0.48
A7P3R1AIA4TVV,13,2,4,3,0.74
A7P3R1AIA4TVV,13,3,5,5,0.86
A7P3R1AIA4TVV,13,4,4,4,0.93
AIHUIAQ4922K3,25,1,3,6,0.09
AIHUIAQ4922K3,25,2,4,1,0.31
AIHUIAQ4922K3,25,3,2,3,0.73
AIHUIAQ4922K3,25,4,5,4,0.82
AIHUIAQ4922K3,32,1,6,5,0.11
AIHUIAQ4922K3,32,2,2,3,0.43
AIHUIAQ4922K3,32,3,5,4,0.55
AIHUIAQ4922K3,32,4,5,3,0.77
AIHUIAQ4922K3,35,1,5,5,0.11
AIHUIAQ4922K3,35,2,2,2,0.63
AIHUIAQ4922K3,35,3,5,2,0.71
AIHUIAQ4922K3,35,4,2,5,0.79
AIHUIAQ4922K3,6,1,3,1,0.17
AIHUIAQ4922K3,6,2,6,4,0.37
AIHUIAQ4922K3,6,3,3,6,0.56
AIHUIAQ4922K3,6,4,1,3,0.72
AIHUIAQ4922K3,23,1,5,5,0.15
AIHUIAQ4922K3,23,2,2,2,0.31
AIHUIAQ4922K3,23,3,5,2,0.39
AIHUIAQ4922K3,23,4,2,5,0.76
AIHUIAQ4922K3,28,1,5,5,0
AIHUIAQ4922K3,28,2,5,2,0.48
AIHUIAQ4922K3,28,3,3,2,0.72
AIHUIAQ4922K3,28,4,3,5,0.85
AIHUIAQ4922K3,37,1,2,5,0.48
AIHUIAQ4922K3,37,2,2,2,0.72
AIHUIAQ4922K3,37,3,5,5,0.78
AIHUIAQ4922K3,37,4,5,2,0.89
AIHUIAQ4922K3,36,1,3,1,0.45
AIHUIAQ4922K3,36,2,1,6,0.58
AIHUIAQ4922K3,36,3,3,6,0.82
AIHUIAQ4922K3,36,4,1,1,0.91
AIHUIAQ4922K3,7,1,5,3,0.16
AIHUIAQ4922K3,7,2,2,5,0.54
AIHUIAQ4922K3,7,3,2,3,0.64
AIHUIAQ4922K3,7,4,5,5,0.79
AIHUIAQ4922K3,33,1,5,4,0.16
AIHUIAQ4922K3,33,2,2,3,0.47
AIHUIAQ4922K3,33,3,2,4,0.63
AIHUIAQ4922K3,33,4,5,3,0.74
AIHUIAQ4922K3,22,1,5,4,0.05
AIHUIAQ4922K3,22,2,2,3,0.31
AIHUIAQ4922K3,22,3,2,4,0.53
AIHUIAQ4922K3,22,4,5,3,0.59
AIHUIAQ4922K3,16,1,4,5,0.61
AIHUIAQ4922K3,16,2,3,2,0.7
AIHUIAQ4922K3,16,3,6,4,0.75
AIHUIAQ4922K3,16,4,1,3,0.84
AIHUIAQ4922K3,26,1,4,5,0.45
AIHUIAQ4922K3,26,2,2,3,0.52
AIHUIAQ4922K3,26,3,3,2,0.67
AIHUIAQ4922K3,26,4,5,4,0.78
AIHUIAQ4922K3,24,1,4,5,0.46
AIHUIAQ4922K3,24,2,3,2,0.58
AIHUIAQ4922K3,24,3,5,4,0.64
AIHUIAQ4922K3,24,4,2,3,0.74
AIHUIAQ4922K3,29,1,2,5,0.27
AIHUIAQ4922K3,29,2,5,5,0.57
AIHUIAQ4922K3,29,3,4,2,0.7
AIHUIAQ4922K3,29,4,5,2,0.81
AIHUIAQ4922K3,18,1,4,1,0
AIHUIAQ4922K3,18,2,6,3,0.34
AIHUIAQ4922K3,18,3,1,4,0.43
AIHUIAQ4922K3,18,4,3,6,1
AIHUIAQ4922K3,10,1,6,2,0
AIHUIAQ4922K3,10,2,2,2,0.46
AIHUIAQ4922K3,10,3,6,5,0.69
AIHUIAQ4922K3,10,4,4,6,0.89
AIHUIAQ4922K3,2,1,1,2,0.62
AIHUIAQ4922K3,2,2,6,5,0.78
AIHUIAQ4922K3,2,3,6,2,0.89
AIHUIAQ4922K3,2,4,1,5,1
AIHUIAQ4922K3,40,1,6,6,0
AIHUIAQ4922K3,40,2,1,1,1
AIHUIAQ4922K3,40,3,3,3,1
AIHUIAQ4922K3,40,4,4,4,1
AIHUIAQ4922K3,38,1,1,4,0.19
AIHUIAQ4922K3,38,2,6,3,0.63
AIHUIAQ4922K3,38,3,4,1,0.74
AIHUIAQ4922K3,38,4,3,6,0.87
AM65LGXJBTJ0I,5,1,6,6,0.24
AM65LGXJBTJ0I,5,2,6,5,0.24
AM65LGXJBTJ0I,5,3,6,4,0.27
AM65LGXJBTJ0I,5,4,6,3,0.4
AM65LGXJBTJ0I,16,1,3,2,0.48
AM65LGXJBTJ0I,16,2,1,3,0.85
AM65LGXJBTJ0I,16,3,6,4,0.89
AM65LGXJBTJ0I,16,4,3,5,0.99
AM65LGXJBTJ0I,9,1,2,1,0.13
AM65LGXJBTJ0I,9,2,6,3,0.51
AM65LGXJBTJ0I,9,3,5,3,0.67
AM65LGXJBTJ0I,9,4,2,2,0.84
AM65LGXJBTJ0I,30,1,5,2,0.24
AM65LGXJBTJ0I,30,2,2,5,0.5
AM65LGXJBTJ0I,30,3,5,4,0.69
AM65LGXJBTJ0I,30,4,4,2,0.74
AM65LGXJBTJ0I,21,1,4,4,0.23
AM65LGXJBTJ0I,21,2,2,4,0.3
AM65LGXJBTJ0I,21,3,4,2,0.6
AM65LGXJBTJ0I,21,4,3,3,0.95
AM65LGXJBTJ0I,40,1,1,1,0.21
AM65LGXJBTJ0I,40,2,6,6,0.48
AM65LGXJBTJ0I,40,3,3,3,0.54
AM65LGXJBTJ0I,40,4,4,4,0.62
AM65LGXJBTJ0I,23,1,1,2,0.19
AM65LGXJBTJ0I,23,2,5,4,0.48
AM65LGXJBTJ0I,23,3,2,3,0.85
AM65LGXJBTJ0I,23,4,1,5,0.94
AM65LGXJBTJ0I,19,1,1,1,0.2
AM65LGXJBTJ0I,19,2,1,4,0.47
AM65LGXJBTJ0I,19,3,3,3,0.57
AM65LGXJBTJ0I,19,4,4,4,0.64
AM65LGXJBTJ0I,11,1,6,1,0.48
AM65LGXJBTJ0I,11,2,2,3,0.87
AM65LGXJBTJ0I,11,3,2,4,0.9
AM65LGXJBTJ0I,11,4,6,6,0.98
AM65LGXJBTJ0I,2,1,1,2,0.48
AM65LGXJBTJ0I,2,2,6,5,0.94
AM65LGXJBTJ0I,2,3,6,2,0.95
AM65LGXJBTJ0I,2,4,1,5,1
AM65LGXJBTJ0I,18,1,2,5,0.18
AM65LGXJBTJ0I,18,2,5,2,0.28
AM65LGXJBTJ0I,18,3,4,1,0.33
AM65LGXJBTJ0I,18,4,3,6,0.36
AM65LGXJBTJ0I,3,1,3,3,0.26
AM65LGXJBTJ0I,3,2,4,3,0.31
AM65LGXJBTJ0I,3,3,4,4,0.56
AM65LGXJBTJ0I,3,4,3,4,0.9
AM65LGXJBTJ0I,13,1,6,2,0.5
AM65LGXJBTJ0I,13,2,6,5,0.84
AM65LGXJBTJ0I,13,3,4,3,0.88
AM65LGXJBTJ0I,13,4,4,4,0.95
AM65LGXJBTJ0I,38,1,3,4,0.47
AM65LGXJBTJ0I,38,2,3,3,0.72
AM65LGXJBTJ0I,38,3,4,4,0.83
AM65LGXJBTJ0I,38,4,4,3,0.85
AM65LGXJBTJ0I,6,1,1,3,0.48
AM65LGXJBTJ0I,6,2,3,1,0.56
AM65LGXJBTJ0I,6,3,6,3,0.62
AM65LGXJBTJ0I,6,4,4,6,0.66
AM65LGXJBTJ0I,15,1,5,2,0.5
AM65LGXJBTJ0I,15,2,3,4,0.61
AM65LGXJBTJ0I,15,3,3,2,0.74
AM65LGXJBTJ0I,15,4,5,4,0.88
AM65LGXJBTJ0I,27,1,6,1,0.22
AM65LGXJBTJ0I,27,2,3,2,0.52
AM65LGXJBTJ0I,27,3,3,5,0.59
AM65LGXJBTJ0I,27,4,6,6,0.61
AM65LGXJBTJ0I,4,1,3,2,0.48
AM65LGXJBTJ0I,4,2,3,5,0.5
AM65LGXJBTJ0I,4,3,2,1,0.57
AM65LGXJBTJ0I,4,4,2,6,0.66
AM65LGXJBTJ0I,1,1,3,1,0.47
AM65LGXJBTJ0I,1,2,4,6,0.85
AM65LGXJBTJ0I,1,3,6,3,0.9
AM65LGXJBTJ0I,1,4,1,4,0.94
AM65LGXJBTJ0I,10,1,3,6,0.24
AM65LGXJBTJ0I,10,2,6,2,0.31
AM65LGXJBTJ0I,10,3,2,2,0.38
AM65LGXJBTJ0I,10,4,4,6,0.82
A2OX8TSRCU6NKD,37,1,1,1,0.42
A2OX8TSRCU6NKD,37,2,6,6,0.53
A2OX8TSRCU6NKD,37,3,1,2,0.6
A2OX8TSRCU6NKD,37,4,6,5,0.74
A2OX8TSRCU6NKD,17,1,5,4,0.47
A2OX8TSRCU6NKD,17,2,2,5,0.55
A2OX8TSRCU6NKD,17,3,2,3,0.74
A2OX8TSRCU6NKD,17,4,5,2,0.78
A2OX8TSRCU6NKD,3,1,3,3,0.51
A2OX8TSRCU6NKD,3,2,3,4,0.62
A2OX8TSRCU6NKD,3,3,4,3,0.66
A2OX8TSRCU6NKD,3,4,4,4,0.87
A2OX8TSRCU6NKD,20,1,1,1,0.39
A2OX8TSRCU6NKD,20,2,3,3,0.6
A2OX8TSRCU6NKD,20,3,6,6,0.68
A2OX8TSRCU6NKD,20,4,2,1,0.72
A2OX8TSRCU6NKD,14,1,3,3,0.49
A2OX8TSRCU6NKD,14,2,4,4,0.59
A2OX8TSRCU6NKD,14,3,3,4,0.69
A2OX8TSRCU6NKD,14,4,4,3,0.77
A2OX8TSRCU6NKD,2,1,1,2,0.65
A2OX8TSRCU6NKD,2,2,6,5,0.79
A2OX8TSRCU6NKD,2,3,1,5,0.83
A2OX8TSRCU6NKD,2,4,3,3,0.88
A2OX8TSRCU6NKD,7,1,5,3,0.56
A2OX8TSRCU6NKD,7,2,5,5,0.67
A2OX8TSRCU6NKD,7,3,5,4,0.78
A2OX8TSRCU6NKD,7,4,2,3,0.83
A2OX8TSRCU6NKD,22,1,3,3,0.51
A2OX8TSRCU6NKD,22,2,4,4,0.66
A2OX8TSRCU6NKD,22,3,2,4,0.75
A2OX8TSRCU6NKD,22,4,4,3,0.78
A2OX8TSRCU6NKD,4,1,2,1,0.67
A2OX8TSRCU6NKD,4,2,2,6,0.71
A2OX8TSRCU6NKD,4,3,4,5,0.78
A2OX8TSRCU6NKD,4,4,4,3,0.84
A2OX8TSRCU6NKD,32,1,2,3,0.53
A2OX8TSRCU6NKD,32,2,6,5,0.71
A2OX8TSRCU6NKD,32,3,1,2,0.77
A2OX8TSRCU6NKD,32,4,5,4,0.81
A2OX8TSRCU6NKD,27,1,6,1,0.59
A2OX8TSRCU6NKD,27,2,3,5,0.67
A2OX8TSRCU6NKD,27,3,3,2,0.7
A2OX8TSRCU6NKD,27,4,5,5,0.78
A2OX8TSRCU6NKD,34,1,3,2,0.51
A2OX8TSRCU6NKD,34,2,5,5,0.6
A2OX8TSRCU6NKD,34,3,5,2,0.69
A2OX8TSRCU6NKD,34,4,3,5,0.76
A2OX8TSRCU6NKD,19,1,1,1,0.49
A2OX8TSRCU6NKD,19,2,1,4,0.65
A2OX8TSRCU6NKD,19,3,6,6,0.73
A2OX8TSRCU6NKD,19,4,3,3,0.78
A2OX8TSRCU6NKD,39,1,6,5,0.26
A2OX8TSRCU6NKD,39,2,1,2,0.54
A2OX8TSRCU6NKD,39,3,1,5,0.64
A2OX8TSRCU6NKD,39,4,2,2,0.78
A2OX8TSRCU6NKD,28,1,3,2,0.54
A2OX8TSRCU6NKD,28,2,5,5,0.61
A2OX8TSRCU6NKD,28,3,5,2,0.66
A2OX8TSRCU6NKD,28,4,3,5,0.66
A2OX8TSRCU6NKD,35,1,1,1,0.49
A2OX8TSRCU6NKD,35,2,1,6,0.55
A2OX8TSRCU6NKD,35,3,6,1,0.63
A2OX8TSRCU6NKD,35,4,6,6,0.71
A2OX8TSRCU6NKD,18,1,5,2,0.51
A2OX8TSRCU6NKD,18,2,2,5,0.58
A2OX8TSRCU6NKD,18,3,1,4,0.52
A2OX8TSRCU6NKD,18,4,6,3,0.59
A2OX8TSRCU6NKD,10,1,1,5,0.4
A2OX8TSRCU6NKD,10,2,3,3,0.56
A2OX8TSRCU6NKD,10,3,3,4,0.53
A2OX8TSRCU6NKD,10,4,6,4,0.57
A2OX8TSRCU6NKD,9,1,2,1,0.34
A2OX8TSRCU6NKD,9,2,2,2,0.38
A2OX8TSRCU6NKD,9,3,5,3,0.47
A2OX8TSRCU6NKD,9,4,6,3,0.55
A2OX8TSRCU6NKD,6,1,3,1,0.48
A2OX8TSRCU6NKD,6,2,4,6,0.52
A2OX8TSRCU6NKD,6,3,5,3,0.56
A2OX8TSRCU6NKD,6,4,2,4,0.5
A24LB89P1BPKKF,38,1,3,3,0.15
A24LB89P1BPKKF,38,2,3,4,0.79
A24LB89P1BPKKF,38,3,4,4,0.99
A24LB89P1BPKKF,38,4,4,3,0.99
A24LB89P1BPKKF,8,1,2,4,0.51
A24LB89P1BPKKF,8,2,3,4,0.8
A24LB89P1BPKKF,8,3,2,3,0.82
A24LB89P1BPKKF,8,4,3,3,0.81
A24LB89P1BPKKF,22,1,2,3,0.17
A24LB89P1BPKKF,22,2,5,4,0.24
A24LB89P1BPKKF,22,3,3,4,0.44
A24LB89P1BPKKF,22,4,4,3,0.54
A24LB89P1BPKKF,27,1,6,6,0.25
A24LB89P1BPKKF,27,2,3,5,0.6
A24LB89P1BPKKF,27,3,3,2,0.64
A24LB89P1BPKKF,27,4,5,2,0.67
A24LB89P1BPKKF,1,1,6,3,0.4
A24LB89P1BPKKF,1,2,1,3,0.65
A24LB89P1BPKKF,1,3,1,4,0.69
A24LB89P1BPKKF,1,4,6,4,0.9
A24LB89P1BPKKF,23,1,2,3,0.4
A24LB89P1BPKKF,23,2,5,4,0.75
A24LB89P1BPKKF,23,3,2,4,0.78
A24LB89P1BPKKF,23,4,5,3,0.76
A24LB89P1BPKKF,5,1,5,1,0.13
A24LB89P1BPKKF,5,2,5,6,0.18
A24LB89P1BPKKF,5,3,6,1,0.21
A24LB89P1BPKKF,5,4,6,6,0.22
A24LB89P1BPKKF,24,1,6,3,0.34
A24LB89P1BPKKF,24,2,1,3,0.66
A24LB89P1BPKKF,24,3,6,4,0.7
A24LB89P1BPKKF,24,4,1,4,0.87
A24LB89P1BPKKF,34,1,2,6,0.21
A24LB89P1BPKKF,34,2,5,6,0.6
A24LB89P1BPKKF,34,3,2,2,0.79
A24LB89P1BPKKF,34,4,3,2,0.88
A24LB89P1BPKKF,6,1,3,6,0.28
A24LB89P1BPKKF,6,2,1,4,0.49
A24LB89P1BPKKF,6,3,6,3,0.64
A24LB89P1BPKKF,6,4,3,1,0.63
A24LB89P1BPKKF,10,1,4,6,0.44
A24LB89P1BPKKF,10,2,3,6,0.59
A24LB89P1BPKKF,10,3,3,3,0.7
A24LB89P1BPKKF,10,4,4,3,0.89
A24LB89P1BPKKF,36,1,3,4,0.49
A24LB89P1BPKKF,36,2,3,3,0.78
A24LB89P1BPKKF,36,3,1,3,0.89
A24LB89P1BPKKF,36,4,1,4,0.94
A24LB89P1BPKKF,3,1,4,3,0.12
A24LB89P1BPKKF,3,2,4,4,0.17
A24LB89P1BPKKF,3,3,3,4,0.13
A24LB89P1BPKKF,3,4,3,3,0.15
A24LB89P1BPKKF,39,1,1,5,0.4
A24LB89P1BPKKF,39,2,1,3,0.54
A24LB89P1BPKKF,39,3,2,2,0.78
A24LB89P1BPKKF,39,4,5,5,0.87
A24LB89P1BPKKF,29,1,4,3,0.19
A24LB89P1BPKKF,29,2,3,4,0.42
A24LB89P1BPKKF,29,3,4,2,0.8
A24LB89P1BPKKF,29,4,2,4,0.9
A24LB89P1BPKKF,31,1,2,6,0.46
A24LB89P1BPKKF,31,2,2,2,0.87
A24LB89P1BPKKF,31,3,2,3,0.8
A24LB89P1BPKKF,31,4,2,4,0.95
A24LB89P1BPKKF,12,1,5,1,0.5
A24LB89P1BPKKF,12,2,3,4,0.54
A24LB89P1BPKKF,12,3,4,2,0.62
A24LB89P1BPKKF,12,4,3,3,0.7
A24LB89P1BPKKF,14,1,4,3,0.13
A24LB89P1BPKKF,14,2,3,4,0.26
A24LB89P1BPKKF,14,3,3,3,0.29
A24LB89P1BPKKF,14,4,4,4,0.27
A24LB89P1BPKKF,30,1,3,4,0.19
A24LB89P1BPKKF,30,2,4,2,0.32
A24LB89P1BPKKF,30,3,5,2,0.37
A24LB89P1BPKKF,30,4,5,4,0.51
A24LB89P1BPKKF,11,1,2,3,0.38
A24LB89P1BPKKF,11,2,5,1,0.77
A24LB89P1BPKKF,11,3,4,3,0.86
A24LB89P1BPKKF,11,4,5,6,0.89
A255A9FFZD8PQW,18,1,4,1,0.14
A255A9FFZD8PQW,18,2,1,4,0.37
A255A9FFZD8PQW,18,3,6,3,0.52
A255A9FFZD8PQW,18,4,3,6,0.71
A255A9FFZD8PQW,35,1,1,1,0.11
A255A9FFZD8PQW,35,2,1,6,0.21
A255A9FFZD8PQW,35,3,6,1,0.23
A255A9FFZD8PQW,35,4,6,6,0.46
A255A9FFZD8PQW,34,1,2,1,0.1
A255A9FFZD8PQW,34,2,2,6,0.14
A255A9FFZD8PQW,34,3,5,1,0.21
A255A9FFZD8PQW,34,4,5,6,0.26
A255A9FFZD8PQW,17,1,3,6,0.04
A255A9FFZD8PQW,17,2,1,4,0.07
A255A9FFZD8PQW,17,3,4,1,0.09
A255A9FFZD8PQW,17,4,6,3,0.11
A255A9FFZD8PQW,39,1,1,2,0.07
A255A9FFZD8PQW,39,2,2,5,0.16
A255A9FFZD8PQW,39,3,5,2,0.24
A255A9FFZD8PQW,39,4,5,5,0.29
A255A9FFZD8PQW,8,1,6,2,0.07
A255A9FFZD8PQW,8,2,3,1,0.12
A255A9FFZD8PQW,8,3,2,4,0.17
A255A9FFZD8PQW,8,4,6,4,0.2
A255A9FFZD8PQW,13,1,6,2,0.09
A255A9FFZD8PQW,13,2,4,3,0.13
A255A9FFZD8PQW,13,3,4,4,0.15
A255A9FFZD8PQW,13,4,6,5,0.44
A255A9FFZD8PQW,12,1,5,1,0.07
A255A9FFZD8PQW,12,2,4,2,0.11
A255A9FFZD8PQW,12,3,3,3,0.13
A255A9FFZD8PQW,12,4,3,5,0.17
A255A9FFZD8PQW,38,1,4,1,0.08
A255A9FFZD8PQW,38,2,2,3,0.13
A255A9FFZD8PQW,38,3,5,4,0.17
A255A9FFZD8PQW,38,4,4,5,0.24
A255A9FFZD8PQW,33,1,5,3,0.11
A255A9FFZD8PQW,33,2,2,4,0.45
A255A9FFZD8PQW,33,3,2,3,0.48
A255A9FFZD8PQW,33,4,5,4,0.5
A255A9FFZD8PQW,1,1,6,4,0.07
A255A9FFZD8PQW,1,2,1,3,0.13
